"","ID","Race","Age","Sex","math","per_comp","val"
"103","103","Hispanic",28,"Male",70.4963734435207,3.35351028743136,1.46475600580776
"104","104","White",32,"Male",70.0428146347565,-1.42708214259046,0.606826271175307
"105","105","White",34,"Male",70.6605211850104,0.36189060031858,-1.31764422424698
"106","106","White",28,"Female",72.0471310308967,-0.198280687043411,0.485808921787574
"107","107","Black",25,"Male",69.1297131309955,-0.849809562331114,0.064120017978891
"108","108","Asian",28,"Female",69.6551893500086,0.708190920686913,0.623537740003144
"109","109","Hispanic",31,"Male",69.5724241290394,1.7065937884745,-0.580864263682036
"110","110","White",20,"Male",70.5063598327983,-0.508687779735505,-0.811981934954428
"111","111","Hispanic",26,"Female",69.3898936236725,-0.284387752560881,-0.979988932626327
"112","112","White",21,"Female",69.8167610885494,0.90555811557604,1.89839040907904
"113","113","White",32,"Male",69.3073703648997,-0.0904465291177718,0.298211723819198
"114","114","Asian",20,"Male",70.2057801779719,0.730948171078894,-1.30641844877814
"115","115","White",25,"Female",70.1895302542233,-0.470835416939448,1.41538575150039
"116","116","Black",34,"Male",69.9233767003379,-1.61289210302727,1.9090969333574
"117","117","Hispanic",25,"Female",70.580297613118,0.705671411549666,-0.129041346558961
"118","118","White",29,"Female",68.5559864953999,0.539714365840836,0.931929939660614
"119","119","Native",24,"Female",67.9480735734303,-0.568626164282096,0.0820656328875183
"120","120","Black",27,"Male",71.3095511712126,1.18161748473326,0.217442493690632
"121","121","White",27,"Male",69.8975652198487,-2.12812874000499,0.412123849792283
"122","122","Hispanic",27,"Male",70.779252097791,-0.0986614655445277,0.79637566598869
"123","123","White",29,"Female",69.5827439296698,-1.4093675287484,0.522792624517082
"124","124","White",27,"Male",70.1039285738999,0.825614016455365,0.262957274093815
"125","125","White",22,"Male",68.9028017766043,1.41823987020118,0.844263030950332
"126","126","Black",20,"Male",70.2872069370929,0.303432589518369,0.597978487483661
"127","127","Bi-Racial",26,"Male",70.0255584411809,-0.358148744715713,0.208230560265007
"128","128","White",28,"Male",69.8377926255952,1.70549213140435,-0.358463270029833
"129","129","White",21,"Female",70.8203573455726,0.75586927688052,-0.643034228012767
"130","130","White",25,"Female",69.7359614946521,1.09067876347644,2.09874954800111
"131","131","White",22,"Male",69.2018596863357,0.74587234568151,1.36246558497553
"132","132","White",21,"Female",70.516857264507,0.387331477052697,1.47520051973738
"133","133","White",33,"Male",68.5159463677048,0.631749712067848,-1.20823723775954
"134","134","Asian",34,"Female",69.8775964180965,0.368797364234385,-1.20461493349907
"135","135","White",32,"Male",70.9255412313963,-0.557485083146101,-1.75604108161455
"136","136","Black",34,"Male",70.8155222829293,0.319001347513309,-0.803386603323904
"137","137","White",20,"Female",69.7829504507271,1.5022046959303,1.39200995000343
"138","138","Hispanic",24,"Male",70.2416461895928,-1.33330730183539,-0.365449510777757
"139","139","White",26,"Female",70.9070267131126,-0.31828290850401,0.695626208501411
"140","140","White",27,"Male",70.5821315647423,1.40932486321854,-0.200308116846086
"141","141","White",31,"Female",70.1577281208796,0.225110436746933,0.252990662246821
"142","142","Hispanic",27,"Female",70.3310113155246,-0.228805852092881,1.30580690339262
"143","143","White",35,"Female",68.8338958621609,-0.591951453552539,0.888649026852547
"144","144","White",34,"Male",71.0528646142492,-1.22181773367717,0.996907283060166
"145","145","Hispanic",23,"Male",70.7200319307056,-0.752101642978844,0.481412117167063
"146","146","White",32,"Female",71.9990319967163,0.666519356421242,-0.639809973466559
"147","147","White",31,"Female",70.9480756045417,0.942483529633545,-0.287892466887101
"148","148","White",28,"Female",70.0421096812404,-1.4705134889043,-1.1839129627709
"149","149","Black",26,"Female",68.5042016319734,1.23498301853394,-1.45940722283209
"150","150","Asian",25,"Male",67.5343613790849,0.0736503975566173,-0.0581352013732161
